Country Name,Country Code,FLF,WRB,ARF,GDE,BSS,UET,GEE,GDP,GFC,IVA,GEI,CDA
Cameroon,CMR,46.9874642715476,1,108.8318,2.65423011779785,23.02222715,3.57500004768372,12.6946897506714,4.53579423569734,12.1243456243326,4.64045680986816,88300,100
Canada,CAN,47.1730727072703,1,9.788399999999999,..,98.94889476,7,..,1.00139441390405,21.0480401948524,-0.008995492432831039,695200,0
Cayman Islands,CYM,..,..,..,..,..,..,..,3.23997688772937,..,-2.10318047290031,75220,100
Central African Republic,CAF,45.4066153465595,1,105.7876,1.7540899515152,6.796826475,5.65199995040894,7.31901979446411,4.75031684122342,14.408108617903,-1.06232578176845,108150,97.594418737426
Chad,TCD,45.3688168269361,1,164.516,2.29999995231628,4.156691241,1.10399997234344,13,-6.25552708545281,4.21168691176471,..,11857180,99.9982986494764
Channel Islands,CHI,44.3860722296187,..,7.0456,..,..,7.74200010299683,..,..,..,14.4710434520536,8540,100
Chile,CHL,41.5815677778971,1,46.581,5.34201002120972,98.67584528,6.73999977111816,21.1554794311523,1.71108928867041,13.7798179527434,3.22380222268987,180940,92.74339523708839
China,CHN,43.8687871268888,1,6.5024,3.79362010955811,78.74524369,4.53000020980835,12.2695598602295,6.84876220503246,16.363755561892,..,540,100
Colombia,COL,43.2084685551976,1,49.497,4.47721004486084,78.93934910999999,8.689999580383301,14.9271898269653,2.08738250162794,14.5412847223026,5.01648920114764,9250,100
Comoros,COM,37.0666642034381,1,67.17,..,32.06542437,8.10200023651123,..,3.3206800249451,10.6149160629911,8.64552309044686,57640,100
"Congo, Dem. Rep.",COD,48.3484977651747,0,125.2448,2.1186900138855,13.67462381,4.47700023651123,14.6354198455811,2.39939891413687,7.43795742162867,2.30331634301182,696930,100
"Congo, Rep.",COG,48.9508502437394,1,114.0906,5.20979022979736,6.225287688,20.5590000152588,11.3723001480103,-10.7832382686521,22.7930959541608,..,53460,100
Costa Rica,CRI,38.014058849381,1,54.58,6.89395999908447,94.94413274999999,8.60000038146973,23.4232006072998,4.20432325178332,16.7086790791827,4.25008537504216,15540,99.7170666602465
Cote d'Ivoire,CIV,39.3483903739236,1,133.386,3.97232007980347,17.09562298,2.59999990463257,22.3875999450684,7.17920782392478,9.517161524146919,-10.6723592453951,22730,100
Croatia,HRV,46.3002947819762,1,9.3744,..,94.80855235999999,13.1000003814697,..,3.53243223207443,20.6826838862332,6.44197362939335,22730,99.7806991341871
Cuba,CUB,39.033999353885,..,45.0278,..,84.41060478999999,2,..,0.513761467889907,31.895589361935,-5.20471894517695,45650,99.9999999999812
Curacao,CUW,..,..,32.4672,..,..,..,..,-0.986569701304816,15.7759259548855,..,..,..
Cyprus,CYP,46.186880494510,1,4.6978,6.14541006088257,98.92591124,12.9499998092651,16.4027805328369,6.45455446625895,15.246701681094,6.00349467840311,48330,57.0917623810824
Czech Republic,CZE,44.3679268043724,1,10.2054,5.55373001098633,99.25181845,3.95000004768372,13.971489906311,2.5372845203138,18.9621864076868,7.60868737122587,1470,100
Denmark,DNK,47.3108367342556,1,4.1856,..,99.59758551,5.98999977111816,..,3.24595698524399,24.8685063718639,-20.5699312151982,250,100
Djibouti,DJI,39.4872673260746,1,19.4152,3.92439007759094,19.79642722,26.193000793457,12.0085096359253,6.65265037178067,22.2420920021103,-0.880360444797788,65010,98.6523483664329
Dominica,DMA,..,1,..,5.12972021102905,..,..,12.6981000900269,2.55649491313986,19.081898934324,0.756330212702565,315780,100
Dominican Republic,DOM,39.5690839354955,1,96.1016,3.85050010681152,75.65887343,7.28000020980835,21.9451999664307,6.65920026269582,10.3026903963908,1.39482083951012,12720,100
Ecuador,ECU,41.0273057995917,1,74.5986,4.36275005340576,81.92521572,4.59999990463257,..,-1.22638398463879,14.6056939315471,5.03253563647685,259650,100
"Egypt, Arab Rep.",EGY,23.8380822835585,1,50.9624,..,94.13730695,12.4099998474121,..,4.34664345337812,11.4268841809995,..,7250,100
El Salvador,SLV,42.2025067603982,1,70.2702,3.82523989677429,71.79386404,4.42000007629395,13.9743499755859,2.54592608601685,16.3164393340948,5.56162745803942,17130,99.4741254084
Equatorial Guinea,GNQ,36.8701097452139,0,157.8528,..,57.25153395,8.62899971008301,..,-8.816417232197569,25.2085066183383,2.32976382091121,315830,40.7243850026145
Eritrea,ERI,45.8990098180424,1,53.4908,..,5.55922596,5.90199995040894,..,..,..,-0.7665968842756,5907270,3.33443559203764
Estonia,EST,48.3903957378318,1,13.3262,5.11445999145508,99.34083013,6.76000022888184,13.1083097457886,3.15556481438308,19.7244562810863,4.26123124466056,18280,0
Eswatini,SWZ,48.5285494548452,0,78.53319999999999,5.41466999053955,63.9308384,22.7199993133545,..,1.06261019342853,24.5043045102672,1.47787393366075,3200,100
Ethiopia,ETH,46.2645095015421,1,64.8554,5.06151008605957,4.726030807,2.28800010681152,23.0133590698242,9.433482657844021,11.1344515039567,22.9006293091032,167190,100
Faroe Islands,FRO,..,..,..,7.71989011764526,..,..,16.2498092651367,..,28.1493735423334,1.08646645396644,2470100,91.70799179533481
Fiji,FJI,32.8351173524502,1,43.7334,4.8358998298645,96.70664961999999,4.32000017166138,15.1698904037476,2.44565200769968,18.9410613354191,5.96639099984596,2610,93.6940546750848
Finland,FIN,48.0448090927349,1,6.8998,6.85153007507324,99.45337221,8.819999694824221,12.312310218811,2.81145776663433,23.6711444570105,6.84187655315907,209480,96.8159756919104
France,FRA,47.8361330620576,1,8.802199999999999,..,98.89224572000001,10.0500001907349,..,1.09546440372048,23.7323807174966,4.90319255178635,56260,0
French Polynesia,PYF,43.3036898821395,..,35.63,..,..,12.1770000457764,..,2.30219823670438,..,0.856706208556218,430020,78.27749787426291
Gabon,GAB,40.2599331600446,1,98.48399999999999,2.76999998092651,39.61007083,20.6690006256104,10.2796401977539,2.09144220829562,14.6412017071143,4.95723792430569,8360,100
"Gambia, The",GMB,43.8100858627244,1,81.943,2.0244300365448,32.54108857,9.4980001449585,10.3577899932861,1.94335965478776,8.446617063358531,-7.04602454302787,2660,100
Georgia,GEO,44.8204201644367,1,47.052,3.59386992454529,75.48997296,16.6000003814697,12.6661996841431,2.90643878002064,15.3083491461101,3.68646744008242,17390,100
Germany,DEU,46.3626399213761,1,6.8406,4.83923006057739,98.99193548,4.11999988555908,10.9105396270752,2.22999986782015,19.9012039275985,7.9190738875909,41280,100
Ghana,GHA,46.3638247366854,1,67.64400000000001,4.52884006500244,13.88474479,5.52699995040894,22.0933208465576,3.37346574966936,7.88693121419433,..,..,..
Gibraltar,GIB,..,..,..,..,..,..,..,..,..,4.54684064390838,2310,100
Greece,GRC,44.2171889513019,1,7.4862,..,98.14471243,23.5400009155273,..,-0.487173294301954,20.6126260626601,-4.03408362656349,86900,99.9999999998159
Greenland,GRL,..,..,..,11.0861396789551,99.59758551,..,..,4.68195410972302,42.3437611461997,18.6755085581145,..,80.1009037113012
Grenada,GRD,..,1,30.4132,..,..,..,..,3.73965138773251,..,..,..,83.3333333333333
Guam,GUM,40.8095056551023,..,33.019,..,..,5.40000009536743,..,0.18198362147406,..,2.97109556943673,34310,100
Guatemala,GTM,33.9782072462943,1,72.45820000000001,2.94474005699158,54.00604768,2.57999992370605,23.4347496032715,2.67780255532826,10.440352787248,7.51965075140259,28610,100
Guinea,GIN,54.4367067559451,1,137.4098,2.54450011253357,16.52693083,4.88000011444092,15.7688598632813,10.8206214375736,16.8835442748837,5.39277509485552,19140,100
Guinea-Bissau,GNB,47.7706911352476,1,87.2052,2.29999995231628,4.252048435,5.95100021362305,10,6.26280563780463,9.822291822018579,6.14880493446415,2650,100
Guyana,GUY,38.0266815450986,1,86.6694,4.73775005340576,83.68677187999999,13.463999748230,18.7175102233887,3.8079188370272,..,-16.2401302119407,4720,99.9895347066402
Haiti,HTI,48.0632842674093,1,38.213,1.4227499961853,23.12276227,13.9250001907349,13.1072101593018,1.81246807847532,8.25717515584204,1.13635764608378,9890,100
Honduras,HND,36.8317363660786,1,72.18340000000001,5.15961980819702,74.02141492,6.73000001907349,18.0094108581543,3.89297219726413,14.1139360855006,2.982573006425,21500,99.98207531312531
"Hong Kong SAR, China",HKG,48.7843524509844,1,2.7682,3.29264998435974,..,3.39000010490417,18.1269607543945,2.16949438778281,9.957003547167201,-0.439781148278968,..,..
Hungary,HUN,45.6699433232733,1,19.8054,4.62049007415771,98.56985699000001,5.1100001335144,9.86271953582764,2.19196036930391,19.9570271949027,0.297142828039142,58960,100
Iceland,ISL,47.1010769829114,1,7.316,7.43219995498657,100,2.98000001907349,15.9746599197388,6.30368710650176,23.0097492948063,7.92682142094763,3103110,100
India,IND,20.4900674784396,1,24.5354,3.45097994804382,53.10137483,5.4229998588562,12.7535495758057,8.256305501790861,10.3085480747222,4.25651521514337,866360,95.6935297519892
Indonesia,IDN,38.3440746381945,1,47.9942,3.5,66.41660911,4.30000019073486,21.0787792205811,5.03306918280177,9.52781009028137,6.85745389284935,795970,100
"Iran, Islamic Rep.",IRN,18.8133915882763,1,25.7152,3.36576008796692,78.86133673,12.6199998855591,19.4454307556152,13.3962426157509,13.3223518142835,3.70838014854964,197300,100
Iraq,IRQ,16.5451264019772,1,79.79900000000001,..,90.64404478,10.8199996948242,..,13.7873730187089,18.3892282517436,-1.94577591411272,65880,0.273735769435679
Ireland,IRL,45.501699775646,1,10.1352,3.73173999786377,94.16412114000001,8.36999988555908,13.2103204727173,2.04223252701499,12.7297436635682,-3.80771520993933,..,..
Isle of Man,IMN,..,..,..,..,..,..,..,6.95231147466393,..,..,..,..
Israel,ISR,47.1818195835727,1,9.6814,5.8632698059082,99.58750000000001,4.80000019073486,15.4365997314453,4.46275381784649,22.3035768589166,-1.20816267099781,3300,11.100461777686
Italy,ITA,42.3249069618659,1,6.1562,3.81578993797302,99.89949749,11.6899995803833,7.77489995956421,1.29346273155907,19.0265663112839,8.07539323534013,..,..
Jamaica,JAM,45.7632864747582,1,54.3564,5.31461000442505,89.4506488,13.1899995803833,19.1451206207275,1.37522306445538,13.8399387612324,..,..,..
Japan,JPN,43.1113624778701,1,4.1582,..,..,3.09999990463257,..,0.753826745903538,19.6572481017318,..,..,..
Jordan,JOR,17.7469037881366,1,23.285,3.45282006263733,95.87050997,15.2799997329712,12.1501598358154,1.9941808493012,17.2505641942481,-25.6523259881077,220,99.9999963358383
Kazakhstan,KAZ,48.3269498138961,1,28.4158,2.97810006141663,98.87504018,4.96000003814697,13.8440999984741,1.09999999990164,11.6308534068253,..,880,99.9999999959868
Kenya,KEN,48.6038343784641,1,81.7916,5.36266994476318,31.23890349,2.75999999046326,17.3545703887939,4.21351706814744,12.609768629814,-0.973236009732375,..,..
Kiribati,KIR,..,1,17.1684,10.0935897827148,35.76494707,..,12.8880500793457,5.13771924490207,68.739535657571,..,..,40
"Korea, Dem. People's Rep.",PRK,47.2131510211841,..,0.2864,..,71.81805434,2.75500011444092,..,..,..,..,..,..
"Korea, Rep.",KOR,41.9361432186089,1,1.6676,4.33309984207153,..,3.65000009536743,..,2.94688171508626,15.2400223440118,-4.19271708672885,89420,100
Kosovo,XKX,..,1,..,..,..,..,..,5.57175650727449,12.0848144799198,2.97354743814901,411450,94.54848441803109
Kuwait,KWT,26.6058540090191,1,9.395200000000001,5.84771013259888,..,2.16000008583069,10.515359878540,2.92586822591576,25.7060053182961,1.9367088607595,9230,99.9999999999572
Kyrgyz Republic,KGZ,40.2966824819366,1,38.812,6.58615016937256,99.12113798,7.21000003814697,16.920919418335,4.33585591715968,17.4341508597379,0.104728020513249,1257730,75.412111474490
Lao PDR,LAO,49.0945961432568,1,63.2928,..,60.90305231,0.791999995708466,..,7.02283625501138,13.9709429126153,1.34974825755482,35070,100
Latvia,LVA,50.090518632538,1,13.8282,4.65953016281128,83.37750611,9.64000034332275,12.893289566040,2.36760954261752,18.1364047063527,1.79999999432616,274520,87.15238088340919
Lebanon,LBN,24.2858561148448,1,12.1762,2.12392997741699,..,9.782999992370611,7.14896011352539,1.58205455056178,12.9196348357286,1.89751517925775,79550,100
Lesotho,LSO,45.3011883840811,1,89.71259999999999,7.76074981689453,42.7414678,23.4750003814697,13.9976396560669,3.58836459667835,39.6318045925882,5.84653564709505,16510,97.4066532146519
Liberia,LBR,47.3280188813687,1,128.7644,2.14812994003296,5.966896123,3.07999992370605,..,-1.5549586174878,..,2.27633782044767,100,99.99999950472019
Libya,LBY,34.1320452456335,1,5.7288,..,..,19.5279998779297,..,-2.79546888990187,..,2.68446087527161,..,..
Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,19.886085524852,109840,100
Lithuania,LTU,50.4992492036702,1,11.392,4.004310131073,84.02967939,7.8600001335144,12.025239944458,2.51882827307178,16.9988980675735,17.5147476426394,5420,100
Luxembourg,LUX,44.9855066330957,1,5.4384,..,98.75483554,6.28999996185303,..,4.97819043681629,15.6742178009036,1.73777446370768,11340,89.4114981713697
"Macao SAR, China",MAC,49.0759248032319,..,2.625,3.09854006767273,..,1.94000005722046,13.8348398208618,-0.67894260033998,10.3989521124259,-5.44752436505324,33790,100
Madagascar,MDG,48.8105052856394,1,16.5654,2.68719005584717,7.301823829,1.80499994754791,19.8381805419922,3.99314606412389,14.7612913032346,..,9080,100
Malawi,MWI,48.5999251613368,1,111.6784,4.74856996536255,23.78569354,5.81699991226196,17.1988105773926,2.48404062523817,..,..,86620,100
Malaysia,MYS,38.2069167796284,1,141.007,4.75192022323608,98.67944894,3.44000005722046,20.9357204437256,4.44978139761541,12.5648977951943,..,190,..
Maldives,MDV,23.395897673360,1,13.361,3.68701004981995,92.46188961999999,6.11999988555908,10.1574201583862,6.33830063626779,17.788465578904,3.15230408731522,18820,97.07495747883191
Mali,MLI,42.936316429902,1,6.4954,3.09477996826172,30.20657817,7.57000017166138,13.9038801193237,5.85229919941415,16.2406015942175,5.84475052067903,9770,68.7327300286361
Malta,MLT,39.5398256366952,1,171.0826,5.08445978164673,100,4.69000005722046,14.1685495376587,4.09091742885326,15.921957216032,-1.53004992112031,10530,100
Marshall Islands,MHL,..,1,16.8016,..,58.85197039,..,24.6583995819092,1.3132581227826,54.8327658702333,5.6152441136246,31000,100
Mauritania,MRT,30.8570411726761,1,..,1.94405996799469,18.1503188,10.2609996795654,9.330610275268549,1.26090922448303,13.4404887144015,4.39025758770377,294860,90.4198926637437
Mauritius,MUS,38.8125665601704,1,80.50320000000001,5.01359987258911,95.1847186,6.80999994277954,19.9624996185303,3.83793265409193,15.4444354996377,2.63927921512446,16190,100
Mexico,MEX,37.5732614175485,1,26.9298,4.90681982040405,79.94467945,3.85999989509583,17.9393291473389,2.63053242455089,12.0104130483677,8.35718909968371,2120,0
"Micronesia, Fed. Sts.",FSM,..,1,61.4052,13.5126600265503,..,..,21.5847091674805,0.900180416516932,..,-5.37359631024154,41040,100
Moldova,MDA,49.1784787273971,1,14.8504,5.60844993591309,69.39690696,4.01999998092651,18.6216297149658,4.40888672378215,14.8735390657776,0.847136096676522,1870,100
Monaco,MCO,..,..,22.6952,1.37092995643616,..,..,6.59654998779297,3.45155104747225,..,..,..,26.9230769230769
Mongolia,MNG,45.4117621298332,1,..,5.18061017990112,44.29114068,7.23999977111816,13.0631103515625,1.48978448504865,15.9552953445034,0.130547269979672,88660,100
Montenegro,MNE,44.4727724872801,1,24.2296,..,92.15502060999999,17.7199993133545,..,2.94928032097511,19.6117203629952,0.318013569871084,6530,100
Morocco,MAR,24.5338568222411,1,12.1036,..,67.26391172,9.30000019073486,..,1.05985639008179,19.3089617450744,-8.411277520877899,13250,100
Mozambique,MOZ,52.228962357419,1,31.6776,5.86503982543945,17.94047264,3.44700002670288,19.9460105895996,3.82421431921188,26.3628539159166,1.55232170231892,682910,99.6566439991376
Myanmar,MMR,41.1009119965891,1,138.9466,1.89999997615814,68.29779366,1.17700004577637,9.68389987945557,10.5077807807102,19.8198171443962,41.7137163732979,260,99.9999999836124
Namibia,NAM,48.1795895980371,1,29.04,10.6520299911499,18.5196695,23.3500003814697,23.9391994476318,0.0337944502063294,26.9873492327104,..,..,..
Nauru,NRU,..,..,75.00320000000001,..,..,..,8.88370990753174,3.57142857142858,..,-7.1910763023387,48090,96.8317523332843
Nepal,NPL,55.8319623990413,1,..,3.90320992469788,61.04794936,2.86800003051758,19.1284999847412,0.433113719381524,7.92601848392004,-4.10596026490066,3400,100
Netherlands,NLD,46.073030560447,1,62.0832,5.47959995269775,99.89310561000001,6.01000022888184,12.8068599700928,2.19171371926123,24.683448697442,3.55510919316748,31910,100
New Caledonia,NCL,45.6968820192637,..,4.084,..,..,14.6949996948242,..,..,24.4656420375773,9.68981640560145,109430,100
New Zealand,NZL,47.3589785267483,1,19.777,6.411789894104,100,5.15000009536743,16.8316993713379,3.73007989347536,18.1363338270295,9.98212902138633,12840,100
Nicaragua,NIC,38.8154806215877,1,20.6034,4.08114004135132,60.91457354,3.90000009536743,21.3254795074463,4.56295442923394,14.4608571481167,..,70,..
Niger,NER,42.5297111941842,1,86.8736,2.97095990180969,6.722142412,0.533999979496002,15.3471603393555,5.74089315058157,15.2699976502753,-9.50810504119033,47070,100
Nigeria,NGA,44.9505310316331,1,194.009,..,32.01153919,7.05999994277954,7.95807981491089,-1.61686894991816,5.38428178643838,3.66693372837832,19040,99.9032289755351
North Macedonia,MKD,38.7377079433709,1,109.274,..,92.88984917000001,23.7199993133545,..,2.84820519363306,15.4300221084575,5.48763790366729,41330,100
Northern Mariana Islands,MNP,..,..,..,..,..,..,..,29.2121212121212,..,-4.31763556879226,284340,100
Norway,NOR,47.074145149090,1,5.6814,8.03055000305176,98.3,4.67999982833862,15.8395099639893,1.07155897720727,24.3586491026252,-4.27577435283555,47980,2.03428827818451
Oman,OMN,13.1657077591366,1,7.854,..,99.29855462,3.26999998092651,..,5.04642394571691,26.1249004742618,..,..,..
Pakistan,PAK,21.3337727223498,1,37.6912,3.00291991233826,51.29504918,3.77900004386902,15.0634803771973,5.52673584474448,11.3081974861906,2.45136741147445,80410,0
Palau,PLW,..,1,..,..,97.86187777000001,..,..,-0.08336373007414009,..,3.8855890255975,77840,100
Panama,PAN,39.3517636641848,1,82.83459999999999,2.84608006477356,60.98722979,3.26300001144409,7.46639013290405,4.95343493687773,10.9714260861765,2.15206686970872,188160,99.59579833237311
Papua New Guinea,PNG,48.6995185406083,1,53.4388,..,14.12816708,2.48399996757507,..,5.48957315278187,..,3.6858437377078,389400,100
Paraguay,PRY,39.370967814415,1,56.6034,..,81.10692220999999,5.25,..,4.26802583314583,11.3629906714553,7.06593614207462,290,..
Peru,PER,45.8345489376118,1,48.4014,3.81316995620728,54.0647432,3.74000000953674,17.8701000213623,3.95331871520767,13.1636888035228,1.15003881987576,18300,72.13426653578119
Philippines,PHL,39.3268678092053,1,59.855,3.5699999332428,74.31265874,2.70000004768372,16.9880104064941,7.1494567495987,11.2579676045358,3.75792675044606,22680,99.995489323367
Poland,POL,44.6425592370128,1,13.0314,4.63339996337891,99.35678571,6.15999984741211,11.2839498519897,3.14172577829697,17.9182360810674,4.5747745372998,48060,98.9351773847129
Portugal,PRT,48.7781017196162,1,9.9086,..,99.78382886999999,11.0699996948242,..,2.01948539561312,17.5878772272443,-0.0613552017239272,98040,99.9687020733907
Puerto Rico,PRI,42.563861505106,1,38.132,..,..,11.8000001907349,..,-1.26300292505279,8.24609173953173,..,..,..
Qatar,QAT,13.5147216266078,1,10.1912,..,..,0.150000005960464,..,3.06419188430156,19.543730900119,4.93562027238677,377190,99.9660913066726
Romania,ROU,42.8863460213813,1,33.7208,2.97989010810852,69.97473149,5.90000009536743,9.51058959960938,4.70299774749441,15.0856312262449,2.07649768229057,66380,14.7184724365163
Russian Federation,RUS,48.4637268487134,1,22.5264,3.76044011116028,69.63203206999999,5.55999994277954,10.9852800369263,0.193690071729534,18.4659193773134,..,..,3.6697247706422
Rwanda,RWA,51.5507692297149,1,26.7824,3.4367299079895,68.03612028000001,1.14400005340576,12.2783899307251,5.97074429808526,15.0821635530179,0.979454188596534,94700,100
Samoa,WSM,34.5190314051473,1,24.759,4.1622200012207,96.70355185,8.30700016021729,13.0389003753662,8.126249352958579,..,..,..,..
San Marino,SMR,..,1,..,..,..,..,..,2.34440586055425,19.696629853926,-0.660706233384559,475240,67.1006731271173
Sao Tome and Principe,STP,35.8085759848798,1,96.2552,5.17303991317749,32.55954387,13.8940000534058,15.9666795730591,4.16476897372846,..,..,44930,100
Saudi Arabia,SAU,16.7847875099783,1,8.294,..,..,5.65000009536743,..,1.67062475765871,25.8271669384854,4.1934757273947,55820,100
Senegal,SEN,40.2456876378738,1,74.8674,5.11309003829956,40.97326505,4.46000003814697,21.3373699188232,6.35606857181878,14.0312810079519,4.5732908678787,124090,99.674855479732
Serbia,SRB,44.2258528601613,1,19.3052,3.63470005989075,95.61543616,15.2600002288818,8.692990303039551,3.33858676542988,15.9976656466348,3.43972864416516,12670,100
Seychelles,SYC,..,1,57.7994,4.42102003097534,..,..,11.7234296798706,4.56262327793877,21.6921562388105,3.15051167069105,26150,100
Sierra Leone,SLE,49.4751002055819,1,115.5808,3.06023001670837,8.647855986,4.66300010681152,12.4735803604126,6.05547402877262,12.437884234108,3.1901601967985,37790,99.9138839065148
Singapore,SGP,41.7645189642543,1,3.7242,2.8748300075531,..,4.07999992370605,..,3.32903445814925,10.281916070088,-1.13495533469548,38580,100
Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,0.499999999999986,..,15.1412776412776,..,100
Slovak Republic,SVK,45.4443295530112,1,22.1502,3.9110701084137,96.17135977,9.670000076293951,9.16841983795166,1.93168080366164,18.9387331503104,6.47821787199514,105850,97.90706909438219
Slovenia,SVN,46.4308072314379,1,4.3078,4.79266977310181,..,8,10.3819599151611,3.19185251782498,19.0355604006477,6.63455992617372,6030,100
Solomon Islands,SLB,48.6778194031779,1,47.8252,..,19.49019895,0.698000013828278,..,5.87986463620982,..,-10.6492947130397,350,..
Somalia,SOM,23.0481826382873,1,102.189,..,20.17724957,18.8889999389648,1.31483995914459,8.399345780918139,6.99835179608831,5.867497929794,660,99.999999997713
South Africa,ZAF,44.8201706263502,1,44.424,5.94285011291504,72.80136842,26.5400009155273,18.0487403869629,0.664552307858116,19.3075616545523,-0.952380952380949,..,100
South Sudan,SSD,49.1306266763021,1,65.24679999999999,1.54390001296997,7.217557774,12.2950000762939,0.833360016345978,..,..,3.66978654069277,..,..
